Name,Latitude,Longitude
Iyang-Argapura,-7.97,113.57
"Karaha, Kawah",-7.12,108.08
Karang,-6.268,106.05
Kawi-Butak,-7.92,112.45
Kelud,-7.935,112.314
Kendang,-7.245,107.709
Kiaraberes-Gagak,-6.73,106.65
Lamongan,-7.981,113.341
Lawu,-7.625,111.192
Lurus,-7.7,113.58
Malabar,-7.13,107.65
Malang Plain,-8.02,112.68
Merapi,-7.54,110.446
Merbabu,-7.454,110.44
Muria,-6.62,110.88
Papandayan,-7.32,107.73
Patuha,-7.162,107.4
Penanggungan,-7.616,112.62
Perbakti-Gagak,-6.75,106.675
Pulosari,-6.343,105.978
Raung,-8.119,114.056
Salak,-6.716,106.733
Semeru,-8.108,112.922
Slamet,-7.242,109.208
Sumbing,-7.384,110.07
Sundoro,-7.302,109.996
Talagabodas,-7.208,108.07
Tampomas,-6.764,107.961
Tangkuban Parahu,-6.77,107.6
Telomoyo,-7.362,110.4
Tengger Caldera,-7.942,112.95
Ungaran,-7.188,110.346
Wayang-Windu,-7.208,107.63
Wilis,-7.808,111.758
Akademia Nauk,53.98,159.45
Akhtang,55.43,158.65
Alney-Chashakondzha,56.656,159.647
Alngey,57.702,160.418
Anaun,56.32,158.83
Asacha,52.355,157.827
Avachinsky,53.256,158.836
Bakening,53.905,158.07
Barkhatnaya Sopka,52.802,158.24
Belenkaya,51.75,157.27
Bely,57.88,160.53
Bezymianny,55.972,160.595
Bliznets,56.97,159.78
Bliznetsy,57.35,161.37
Bolshe-Bannaya,52.9,157.78
Bolshoi Payalpan,55.88,157.78
Bolshoi Semiachik,54.32,160.02
Bolshoi-Kekuknaysky,56.483,157.917
Cherny,56.82,159.67
Cherpuk Group,55.55,157.47
Diky Greben,51.452,156.978
Dzenzursky,53.637,158.922
Eggella,56.57,158.52
Elovsky,57.55,160.53
Fedotych,57.13,160.4
Gamchen,54.974,160.703
Geodesistoy,56.33,158.67
Golaya,52.263,157.787
Gorely,52.555,158.036
Gorny Institute,57.33,160.2
Ichinsky,55.678,157.718
Iettunup,58.4,161.08
Iktunup,58.08,160.77
Iliinsky,51.498,157.203
Kaileney,57.8,160.67
Kambalny,51.306,156.875
Kamen,56.02,160.593
Karymsky,54.049,159.443
Kebeney,57.1,159.93
Kekurny,56.4,158.85
Kell,51.65,157.35
Khangar,54.761,157.407
Khodutka,52.062,157.711
Kikhpinych,54.489,160.251
Kinenin,57.35,160.97
Kizimen,55.131,160.32
Klyuchevskoy,56.056,160.642
Komarov,55.033,160.725
Koryaksky,53.321,158.712
Koshelev,51.356,156.753
Kostakan,53.833,158.052
Kozyrevsky,55.58,158.38
Krainy,56.37,159.03
Krasheninnikov,54.596,160.27
Kronotsky,54.753,160.533
Ksudach,51.844,157.572
Kulkev,56.37,158.37
Kurile Lake,51.45,157.12
Leutongey,57.306,159.827
Maly Payalpan,55.82,157.98
Maly Semyachik,54.135,159.674
Mashkovtsev,51.1,156.72
Mezhdusopochny,57.47,160.25
Mutnovsky,52.449,158.196
Nylgimelkin,57.97,160.65
Olkoviy Volcanic Group,52.02,157.53
Opala,52.543,157.339
Ostanets,52.146,157.322
Ostry,58.18,160.82
Otdelniy,52.221,157.435
Ozernoy,51.88,157.38
Piratkovsky,52.113,157.849
Plosky,55.2,158.47
Plosky,57.83,160.25
Pogranychny,56.85,159.8
Romanovka,55.65,158.8
Schmidt,54.92,160.63
Sedanka Lava Field,57.317,160.067
Severny,58.28,160.87
Sheveluch,56.653,161.36
Shisheika,57.153,161.09
Shishel,57.45,160.37
Snegovoy,58.2,160.97
Snezhniy,58.02,160.8
Spokoiny,58.13,160.82
Taunshits,54.528,159.804
Terpuk,57.2,159.83
Titila,57.406,160.108
Tolbachik,55.832,160.326
Tolmachev Dol,52.63,157.58
Tuzovsky,57.32,159.967
Udina,55.758,160.527
Uka,57.706,160.59
Uksichan,56.08,158.38
Unnamed,56.82,158.95
Unnamed,52.57,157.02
Unnamed,52.92,158.52
Unnamed,52.88,158.3
Unnamed,55.92,161.75
Ushkovsky,56.113,160.509
Uzon,54.489,159.974
Veer,53.753,158.448
Verkhovoy,56.52,159.53
Vilyuchinsky,52.7,158.28
Visokiy,52.435,157.933
Voyampolsky,58.374,160.631
Vysoky,55.064,160.765
Yavinsky,51.533,156.629
Zaozerny,56.88,159.95
Zavaritsky,53.905,158.385
Zheltovsky,51.577,157.328
Zhupanovsky,53.589,159.15
Zimina,55.862,160.603
Piip,55.42,167.33
Brimstone Island,-30.23,-178.92
Curtis Island,-30.543,-178.556
Giggenbach,-30.036,-178.712
Havre Seamount,-31.08,-179.033
Macauley,-30.21,-178.475
Monowai,-25.887,-177.188
Raoul Island,-29.27,-177.92
Unnamed,-29.18,-177.87
Wright,-31.85,-179.18
Ch'uga-ryong,38.33,127.33
Xianjindao,41.33,128
Halla,33.361,126.53
Ulleungdo,37.5,130.87
Alaid,50.861,155.565
Berutarubesan [Berutarube],44.462,146.932
Chachadake [Tiatia],44.353,146.252
Chikurachki,50.324,155.461
Chirinkotan,48.98,153.48
Chirippusan [Chirip],45.338,147.92
Chirpoi,46.532,150.871
Ebeko,50.686,156.014
Ekarma,48.958,153.93
Etorofu-Atosanupuri [Atosanupuri],44.808,147.131
Etorofu-Yakeyama [Grozny Group],45.012,147.871
Fuss Peak,50.267,155.246
Goriaschaia Sopka,46.83,151.75
Hitokappu Volcano Group,44.857,147.403
Ivao Group,45.759,149.676
Karpinsky Group,50.148,155.373
Ketoi,47.35,152.475
Kharimkotan,49.12,154.508
Kolokol Group,46.042,150.083
Lomonosov Group,50.25,155.43
Milna,46.815,151.786
Moekeshiwan [Lvinaya Past],44.608,146.994
Moyorodake [Medvezhia],45.389,148.838
Nemo Peak,49.57,154.808
Odamoisan [Tebenkov],45.028,147.918
Prevo Peak,47.014,152.117
Raikoke,48.292,153.25
Rakkibetsudake [Demon],45.5,148.85
Rasshua,47.77,153.02
Raususan [Mendeleev],43.979,145.733
Rucharuyama [Golets-Tornyi Group],45.25,148.35
Rudakov,45.874,149.819
Ruruidake [Smirnov],44.454,146.139
Sarychev Peak,48.092,153.2
Sashiusudake [Baransky],45.1,148.019
Shirinki,50.2,154.98
Sinarka,48.873,154.182
Srednii,47.586,152.893
Tao-Rusyr Caldera,49.34,154.725
Tomariyama [Golovnin],43.844,145.504
Tri Sestry,45.93,149.92
Unnamed,46.1,150.5
Unnamed,46.47,151.28
Unnamed,48.08,153.33
Unnamed,45.022,147.019
Uratman,47.12,152.25
Ushishur,47.513,152.814
Vernadskii Ridge,50.55,155.97
Zavaritzki Caldera,46.918,151.952
Aira,31.577,130.659
Asosan,32.885,131.085
Ata,31.22,130.57
Fukue,32.657,128.849
Kirishimayama,31.934,130.862
Kujusan,33.086,131.249
Unzendake,32.761,130.299
Yonemaru-Sumiyoshiike,31.771,130.592
Yufu-Tsurumi,33.282,131.39
Agung,-8.343,115.508
Batur,-8.24,115.378
Buyan-Bratan,-8.283,115.133
Ebulobo,-8.817,121.191
Egon,-8.676,122.455
Iliboleng,-8.342,123.258
Ililabalekan,-8.55,123.38
Ilimuda,-8.479,122.761
Iliwerung,-8.532,123.573
Inielika,-8.73,120.98
Inierie,-8.875,120.95
Iya,-8.891,121.641
Kelimutu,-8.77,121.82
Leroboleng,-8.365,122.833
Lewotobi,-8.542,122.775
Lewotobi Perempuan,-8.575,122.78
Lewotolok,-8.274,123.508
Ndete Napu,-8.72,121.78
Paluweh,-8.32,121.708
Poco Leok,-8.68,120.48
Ranakah,-8.637,120.53
Rinjani,-8.42,116.47
Sangeang Api,-8.2,119.07
"Sano, Wai",-8.735,120.007
Sirung,-8.497,124.131
Sukaria Caldera,-8.792,121.77
Tambora,-8.25,118
"Tara, Batu",-7.791,123.585
Yersey,-7.53,123.95
Babuyan Claro,19.524,121.95
Camiguin de Babuyanes,18.83,121.86
Didicas,19.077,122.202
Iraya,20.469,122.01
Smith Volcano,19.523,121.94
Unnamed,20.33,121.75
Ambalatungan Group,17.32,121.1
Amorong,15.828,120.805
Arayat,15.2,120.742
Banahaw,14.07,121.48
Bulusan,12.769,124.056
Cagua,18.222,122.123
Iriga,13.458,123.451
Isarog,13.658,123.38
Laguna Caldera,14.42,121.27
Malinao,13.422,123.597
Malindig,13.24,122.018
Mariveles,14.527,120.482
Masaraga,13.31,123.598
Mayon,13.257,123.685
Natib,14.72,120.4
Patoc,17.147,120.98
Pinatubo,15.13,120.35
Pocdol Mountains,13.05,123.958
San Pablo Volcanic Field,14.12,121.3
Santo Tomas,16.33,120.55
Taal,14.011,120.998
Ambre-Bobaomby,-12.6,49.15
Ankaizina Field,-14.3,48.67
Itasy Volcanic Field,-19.033,46.7
Nosy-Be,-13.32,48.48
Vakinankaratra,-19.85,46.942
Agrigan,18.77,145.67
Ahyi,20.42,145.03
Alamagan,17.6,145.83
Anatahan,16.35,145.67
Asuncion,19.671,145.406
East Diamante,15.93,145.67
Esmeralda Bank,14.958,145.249
Farallon de Pajaros,20.546,144.893
Forecast Seamount,13.4,143.92
Guguan,17.307,145.845
Kasuga 2,21.6,143.637
Mariana Back-Arc Segment at 15.5°N,15.406,144.506
Maug Islands,20.02,145.22
NW Eifuku,21.485,144.043
NW Rota-1,14.601,144.775
Pagan,18.13,145.8
Ruby,15.605,145.572
Sarigan,16.708,145.78
Seamount X,13.25,144.02
South Sarigan Seamount,16.58,145.78
Supply Reef,20.13,145.1
Unnamed,21,142.9
Unnamed,20.3,143.2
Zealandia Bank,16.88,145.85
"Atlixcos, Los",19.81,-96.527
Ceboruco,21.125,-104.508
Chichinautzin,19.139,-99.16
"Chichon, El",17.36,-93.23
Cofre de Perote,19.492,-97.15
Colima,19.514,-103.62
Comondu-La Purisima,26,-111.92
Coronado,29.08,-113.513
"Cumbres, Las",19.15,-97.27
Durango Volcanic Field,24.15,-104.45
"Gloria, La",19.33,-97.25
Guadalupe,29.07,-118.28
"Humeros, Los",19.68,-97.45
"Isabel, Isla",21.848,-105.886
Iztaccihuatl,19.179,-98.642
Jaraguay Volcanic Field,29.33,-114.5
Jocotitlan,19.73,-99.758
"Malinche, La",19.231,-98.032
Mascota Volcanic Field,20.567,-104.817
Michoacan-Guanajuato,19.85,-101.75
Naolinco Volcanic Field,19.67,-96.75
"Orizaba, Pico de",19.03,-97.27
Papayo,19.308,-98.7
Paricutin Volcanic Field,19.48,-102.25
Pinacate,31.85,-113.5
Popocatepetl,19.023,-98.622
"Prieto, Cerro",32.418,-115.305
San Borja Volcanic Field,28.5,-113.75
"San Luis, Isla",29.973,-114.408
San Martin,18.57,-95.2
San Quintin Volcanic Field,30.468,-115.996
Sanganguey,21.45,-104.73
Serdan-Oriental,19.27,-97.47
Tacana,15.132,-92.109
"Toluca, Nevado de",19.108,-99.758
"Tortuga, Isla",27.438,-111.881
Tres Virgenes,27.47,-112.591
Unnamed,28,-115
Zitacuaro-Valle de Bravo,19.4,-100.25
Barcena,19.3,-110.82
Socorro,18.78,-110.95
Apo,6.989,125.269
Balatocan,8.8,124.92
Balut,5.398,125.376
Camiguin,9.203,124.673
Kalatungan,7.95,124.8
Latukan,7.65,124.47
Leonard Range,7.382,126.047
Makaturing,7.644,124.317
Malindang,8.22,123.63
Matutum,6.36,125.077
Melebingoy,6.113,124.892
Musuan,7.877,125.07
Paco,9.593,125.52
Ragang,7.691,124.507
Bus-Obo,47.12,109.08
Dariganga Volcanic Field,45.754,114.279
Khanuy Gol,48.67,102.75
Middle Gobi,45.28,106.7
Taryatu-Chulutu,48.133,99.95
Bamus,-5.2,151.23
Bola,-5.141,150.038
Dakataua,-5.046,150.1
Garove,-4.687,149.511
Garua Harbour,-5.3,150.07
Hargy,-5.33,151.1
Krummel-Garbuna-Welcker,-5.416,150.027
Langila,-5.525,148.42
Lolo,-5.466,150.509
Lolobau,-4.916,151.162
Mundua,-4.624,149.339
Rabaul,-4.246,152.194
Sulu Range,-5.5,150.942
Tavui,-4.109,152.213
Ulawun,-5.05,151.33
Unnamed,-5.2,148.57
Unnamed,-4.75,150.85
Witori,-5.575,150.516
Crater Mountain,-6.58,145.08
Doma Peaks,-5.9,143.15
Hydrographers Range,-9,148.37
Koranga,-7.33,146.708
Lamington,-8.95,148.15
Madilogo,-9.2,147.57
Managlase Plateau,-9.08,148.33
Musa River,-9.308,148.13
Sessagara,-9.549,149.151
Sessagara Hills,-9.554,149.128
Victory,-9.2,149.072
Yelia,-7.05,145.858
Bam,-3.613,144.818
Blup Blup,-3.507,144.605
Boisa,-3.994,144.963
Hankow Reef,-4.883,146.717
Kadovar,-3.608,144.588
Karkar,-4.647,145.976
Long Island,-5.358,147.12
Manam,-4.08,145.037
Ritter Island,-5.519,148.115
Sakar,-5.414,148.094
Umboi,-5.592,147.892
Unnamed,-4.311,146.256
Ambitle,-4.08,153.65
Lihir,-3.125,152.642
Auckland Volcanic Field,-36.89,174.81
Brothers,-34.875,179.075
Clark,-36.446,177.839
Healy,-35.004,178.973
Kaikohe-Bay of Islands,-35.3,173.9
Maroa,-38.42,176.08
Mayor Island,-37.28,176.25
Ngauruhoe,-39.158,175.63
Okataina,-38.157,176.507
Reporoa,-38.42,176.33
Ruapehu,-39.28,175.57
Rumble II West,-35.353,178.527
Rumble III,-35.745,178.478
Rumble IV,-36.13,178.05
Rumble V,-36.142,178.196
Tangaroa,-36.321,178.028
Taranaki,-39.3,174.07
Taupo,-38.781,175.893
Tongariro,-39.157,175.632
Whakaari/White Island,-37.52,177.18
Whangarei,-35.75,174.27
Apoyeque,12.242,-86.342
"Azul, Volcan",12.53,-83.87
"Ciguatepe, Cerro El",12.53,-86.142
Concepcion,11.538,-85.622
Cosiguina,12.98,-87.57
Esteli,13.17,-86.4
Granada,11.9,-85.979
"Lajas, Las",12.3,-85.73
Las Pilas-El Hoyo Complex,12.492,-86.679
Maderas,11.446,-85.515
Masaya,11.984,-86.169
Mombacho,11.826,-85.968
Momotombo,12.423,-86.539
"Negro, Cerro",12.506,-86.702
Nejapa-Miraflores,12.12,-86.32
Rota,12.55,-86.75
San Cristobal,12.702,-87.004
Telica,12.606,-86.84
Zapatera,11.73,-85.82
Galapagos Rift,0.792,-86.15
Galapagos Rift,0.792,-86.15
Northern EPR at 10.7°N,10.73,-103.58
Northern EPR at 16°N,15.83,-105.43
Northern EPR at 17°N,16.55,-105.32
Northern EPR at 9.8°N,9.83,-104.3
Southern EPR at 8°S,-8.27,-107.95
Southern EPR-Segment I,-18.53,-113.42
Southern EPR-Segment J,-18.175,-113.35
Southern EPR-Segment K,-17.436,-113.206
Unnamed,9.82,-104.3
West Valley Segment,48.78,-128.64
Axial Seamount,45.95,-130
Cleft Segment,44.83,-130.3
CoAxial Segment,46.52,-129.58
Cobb Segment,46.88,-129.33
East Blanco Depression,44.267,-129.879
Endeavour Segment,47.95,-129.1
Escanaba Segment,40.98,-127.5
Jackson Segment,42.15,-127.05
North Gorda Ridge Segment,42.67,-126.78
Unnamed,31.75,-124.25
Unnamed,31.75,-124.25
Antipodes Island,-49.683,178.767
Hollister Ridge,-53.998,-139.845
Udintsev Transform,-56.153,-143.373
Unnamed,-53.9,-140.3
Baru,8.808,-82.543
"Valle, El",8.58,-80.17
Andahua-Orcopampa,-15.42,-72.33
"Auquihuato, Cerro",-15.07,-73.18
"Casiri, Nevados",-17.485,-69.789
"Chachani, Nevado",-16.191,-71.53
Coropuna,-15.52,-72.65
Huambo,-15.78,-72.08
Huaynaputina,-16.614,-70.854
Kimsachata-Oroscocha,-14.131,-71.363
"Misti, El",-16.294,-71.409
"Nicholson, Cerro",-16.261,-71.754
Sabancaya,-15.787,-71.857
Sara Sara,-15.33,-73.45
Ticsani,-16.759,-70.598
Tutupaca,-17.026,-70.372
Ubinas,-16.345,-70.897
Yucamane,-17.184,-70.196
Biliran,11.523,124.535
Cabalian,10.285,125.218
Cuernos de Negros,9.25,123.17
Kanlaon,10.41,123.13
Mahagnao,10.882,124.888
Mandalagan,10.65,123.25
Silay,10.77,123.23
Hanish,13.72,42.73
"Tair, Jebel at",15.55,41.83
Zubair Group,15.05,42.18
Zukur,14.02,42.75
Azas Plateau,52.433,98.303
Jom-Bolok,52.713,99.021
Southern Sikhote-Alin,44.5,135.5
Tunkin Depression,51.5,102.5
Udokan Plateau,56.28,117.77
Vitim Volcanic Field,53.75,113.25
Elbrus,43.351,42.442
Akusekijima,29.465,129.594
Io-Torishima,27.881,128.223
Kikai,30.793,130.305
Kuchino-shima,29.97,129.93
Kuchinoerabujima,30.443,130.217
Kuchinoshima,29.968,129.926
Nakanoshima,29.859,129.857
Submarine Volcano NNE of Iriomotejima,24.57,123.93
Suwanosejima,29.638,129.714
Yokoatejima,28.797,128.997
Tutuila,-14.29,-170.702
Savaii,-13.612,-172.525
Upolu,-13.935,-171.72
Malumalu,-14.601,-169.787
Ofu-Olosega,-14.175,-169.618
Ta'u,-14.23,-169.454
Vailulu'u,-14.215,-169.058
Awu,3.689,125.447
Banua Wuhu,3.138,125.491
Karangetang,2.781,125.407
Ruang,2.3,125.37
Unnamed,3.97,124.17
Tinakula,-10.386,165.804
Hainan Volcanic Field,19.905,110.229
Leizhou Bandao,20.83,109.78
Lower Chindwin,22.28,95.1
Popa,20.92,95.25
Singu Plateau,22.7,95.98
Bas Dong Nai,10.8,107.2
"Cendres, Ile des",10.158,109.014
Haut Dong Nai,11.6,108.2
Ly Son Group,15.38,109.12
Toroeng Prong,14.93,108
Veteran,9.83,109.05
Mehetia,-17.874,-148.068
Moua Pihaa,-18.325,-148.525
Rocard,-17.662,-148.586
Teahitia,-17.564,-148.821
Adams Seamount,-25.37,-129.27
Coleman Seamount,-8.841,157.16
Gallego,-9.35,159.73
Kana Keoki,-8.75,157.03
Kavachi,-8.991,157.979
Savo,-9.13,159.82
Simbo,-8.292,156.52
Unnamed,-8.92,158.03
Calatrava Volcanic Field,38.87,-4.02
Olot Volcanic Field,42.17,2.53
Ambang,0.75,124.42
Colo,-0.162,121.601
Klabat,1.454,125.031
Lokon-Empung,1.358,124.792
Mahawu,1.352,124.865
Riendengan-Sempu,1.13,124.758
Soputan,1.112,124.737
Tangkoko-Duasudara,1.518,125.185
Tondano Caldera,1.23,124.83
Bud Dajo,5.95,121.07
Besar,-4.43,103.67
"Daun, Bukit",-3.38,102.37
Dempo,-4.016,103.121
Hulubelu,-5.334,104.59
Hululais,-3.247,102.239
Hutapanjang,-2.33,101.6
Hutapanjang,-2.333,101.6
Imun,2.15,98.93
Kaba,-3.522,102.615
Kerinci,-1.697,101.264
Lubukraya,1.478,99.209
"Lumut Balai, Bukit",-4.22,103.62
Malintang,0.47,99.67
Marapi,-0.38,100.474
Patah,-4.257,103.306
Pendan,-2.82,102.02
Peuet Sague,4.903,96.289
Rajabasa,-5.78,105.625
Ranau,-4.871,103.925
Sarik-Gajah,0.074,100.189
Sekincau Belirang,-5.107,104.317
Seulawah Agam,5.448,95.658
Sibualbuali,1.556,99.255
Sinabung,3.17,98.392
Singkut,3.238,98.513
Sorikmarapi,0.686,99.539
Sumbing,-2.414,101.728
Suoh,-5.25,104.27
Talakmau,0.079,99.98
Talang,-0.979,100.681
Tandikat-Singgalang,-0.39,100.331
"Telong, Bur ni",4.769,96.821
Toba,2.608,98.842
Hunter Island,-22.4,172.05
Matthew Island,-22.33,171.32
Unnamed,-25.78,168.63
Gemini-Oscostar,-20.957,170.13
Wallis Islands,-13.3,-176.17
Es Safa,33.08,37.15
Sharat Kovakab,36.536,40.858
Unnamed,36.67,37
Unnamed,33.308,36.925
Unnamed,33.15,36.258
Unnamed,32.658,36.425
Tatun Volcanic Group,25.178,121.553
Kueishantao,24.841,121.953
Unnamed,20.93,134.75
Unnamed,21.83,121.18
Unnamed,24,121.83
Unnamed,19.17,132.25
Unnamed,25.42,122.33
Zengyu,26.18,122.458
Curacoa,-15.62,-173.67
Dugong,-15.431,-175.725
Fonuafo'ou,-20.32,-175.42
Fonualei,-18.023,-174.317
Home Reef,-18.992,-174.775
Hunga Tonga-Hunga Ha'apai,-20.553,-175.384
Kao,-19.668,-175.016
Late,-18.806,-174.65
Lateiki,-19.18,-174.87
Lobster,-15.333,-176.283
Niuafo'ou,-15.6,-175.63
Niuatahi,-15.379,-174.003
Tafahi,-15.85,-173.72
Tafu-Maka,-15.37,-174.23
Tofua,-19.75,-175.07
Unnamed,-21.338,-175.65
Unnamed,-21.07,-175.33
Unnamed,-20.852,-175.55
Unnamed,-24.8,-177.02
Unnamed,-21.15,-175.75
Unnamed,-18.325,-174.365
West Mata,-15.1,-173.75
Piparo,10,-61
Acigol-Nevsehir,38.537,34.621
Ararat,39.7,44.3
Erciyes Volcanic Complex,38.531,35.447
Girekol,39.17,43.33
Gollu Dag,38.25,34.57
Hasandag-Keciboyduran,38.13,34.17
Karaca Dag,37.67,39.83
Karapinar Field,37.667,33.6
Kars Plateau,40.75,42.9
Kula,38.58,28.52
Nemrut Dagi,38.654,42.229
Suphan Dagi,38.92,42.82
Tenduruk Dagi,39.356,43.874
San Francisco Volcanic Field,35.347,-111.678
Uinkaret Field,36.38,-113.13
Big Cave,40.955,-121.365
Brushy Butte,41.178,-121.443
Clear Lake Volcanic Field,38.97,-122.77
Coso Volc Field,36.03,-117.82
Eagle Lake Field,40.63,-120.83
Golden Trout Creek,36.358,-118.32
Inyo Craters,37.692,-119.02
Lassen Volcanic Center,40.492,-121.508
Lavic Lake,34.75,-116.625
Mammoth Mountain,37.631,-119.032
Medicine Lake,41.611,-121.554
Mono Lake Volcanic Field,38,-119.03
Mono-Inyo Craters,37.804,-119.029
Salton Buttes,33.197,-115.616
Shasta,41.409,-122.193
Tumble Buttes,40.68,-121.55
Twin Buttes,40.78,-121.6
Ubehebe Craters,37.02,-117.45
Dotsero,39.661,-107.036
Black Butte Crater Lava Field,43.183,-114.352
Craters of the Moon,43.371,-113.493
Hell's Half Acre,43.492,-112.45
Wapi Lava Field,42.886,-113.217
Soda Lakes,39.525,-118.878
Carrizozo,33.78,-105.93
Red Hill,34.25,-108.83
Zuni-Bandera,34.8,-108
Bachelor,43.979,-121.688
Belknap,44.285,-121.841
Blue Lake Crater,44.413,-121.769
Cinnamon Butte,43.241,-122.111
Crater Lake,42.942,-122.107
Davis Lake,43.57,-121.82
Devils Garden,43.512,-120.861
Diamond Craters,43.1,-118.75
Four Craters Lava Field,43.361,-120.669
Hood,45.374,-121.695
Jefferson,44.674,-121.8
Jordan Craters,43.147,-117.46
Newberry,43.722,-121.229
Sand Mountain Field,44.38,-121.93
South Sister,44.1,-121.77
Squaw Ridge Field,43.472,-120.754
Three Sisters,44.133,-121.767
Bald Knoll,37.328,-112.408
Black Rock Desert,38.97,-112.5
Markagunt Plateau,37.58,-112.67
Santa Clara,37.257,-113.625
Adams,46.206,-121.49
Baker,48.777,-121.813
Glacier Peak,48.112,-121.113
Indian Heaven,45.93,-121.82
Rainier,46.853,-121.76
St. Helens,46.2,-122.18
West Crater,45.88,-122.08
Yellowstone,44.43,-110.67
Ambae,-15.389,167.835
Ambrym,-16.25,168.12
Aneityum,-20.2,169.78
East Epi,-16.68,168.389
Gaua,-14.281,167.514
Kuwae,-16.83,168.523
Lopevi,-16.507,168.346
Mere Lava,-14.45,168.05
Motlav,-13.67,167.67
NE Shepherd Islands,-16.992,168.592
Nguna-Emau,-17.452,168.353
Suretamatai,-13.8,167.47
Traitor's Head,-18.754,169.238
Yasur,-19.532,169.447
Daikoku,21.324,144.194
Fukujin,21.93,143.47
Fukutoku-Oka-no-Ba,24.285,141.481
Ioto,24.751,141.289
Kaikata Seamount,26.667,140.929
Kaitoku Seamount,26.122,141.096
Kasuga 1,21.765,143.71
Kita-Fukutokutai,24.417,141.417
Kita-Ioto,25.424,141.284
Minami-Hiyoshi,23.5,141.935
Nikko,23.078,142.326
Nishinoshima,27.247,140.874
Suiyo Seamount,28.575,140.633
Unnamed,26.133,144.483
"Diables, Morne aux",15.612,-61.43
"Diablotins, Morne",15.503,-61.397
"Plat Pays, Morne",15.255,-61.341
"Trois Pitons, Morne",15.37,-61.33
"Watt, Morne",15.307,-61.305
St. Catherine,12.15,-61.67
Soufriere Guadeloupe,16.044,-61.664
Pelee,14.809,-61.166
Soufriere Hills,16.72,-62.18
Kick 'em Jenny,12.3,-61.64
Nevis Peak,17.15,-62.58
"Quill, The",17.478,-62.96
Saba,17.63,-63.23
Unnamed,16.13,-61.28
Liamuiga,17.37,-62.8
Qualibou,13.83,-61.05
Soufriere St. Vincent,13.33,-61.18
